ID,UserFK,Score,PercentFound,IdentificationAccuracy,LengthAccuracy,Timestamp,DateTime
87,26,1607,-1,-1,-1,"2020-02-27 18:10:46","2020-02-27 18:10:46"
88,25,0,-1,-1,-1,"2020-03-08 16:43:06","2020-03-08 16:43:06"
89,26,1745,-1,-1,-1,"2020-03-09 12:49:31","2020-03-09 12:49:31"
90,2605,1439,-1,-1,-1,"2020-04-01 20:16:31","2020-04-01 20:16:31"
91,2596,1577,-1,-1,-1,"2020-04-07 15:02:47","2020-04-07 15:02:47"
92,2620,863,-1,-1,-1,"2020-04-15 20:54:26","2020-04-15 20:54:26"
93,2620,1332,-1,-1,-1,"2020-04-15 21:06:28","2020-04-15 21:06:28"
94,26,243,-1,-1,-1,"2020-04-29 17:18:30","2020-04-29 17:18:30"
95,2640,1413,-1,-1,-1,"2020-05-09 15:46:08","2020-05-09 15:46:08"
96,2640,1149,-1,-1,-1,"2020-05-09 15:51:23","2020-05-09 15:51:23"
97,2640,1224,-1,-1,-1,"2020-05-09 15:56:09","2020-05-09 15:56:09"
98,2633,248,-1,-1,-1,"2020-05-14 02:26:40","2020-05-14 02:26:40"
99,2633,346,-1,-1,-1,"2020-05-14 02:29:16","2020-05-14 02:29:16"
100,2250,877,-1,-1,-1,"2020-06-02 19:32:28","2020-06-02 19:32:28"
101,2653,672,-1,-1,-1,"2020-06-02 19:36:35","2020-06-02 19:36:35"
102,2250,1018,-1,-1,-1,"2020-06-02 19:37:07","2020-06-02 19:37:07"
103,2654,788,-1,-1,-1,"2020-06-04 02:15:27","2020-06-04 02:15:27"
104,2653,1244,-1,-1,-1,"2020-06-08 16:12:55","2020-06-08 16:12:55"
105,2250,1345,-1,-1,-1,"2020-06-29 18:02:03","2020-06-29 18:02:03"
106,2250,1103,-1,-1,-1,"2020-06-29 18:07:19","2020-06-29 18:07:19"
107,26,1389,-1,-1,-1,"2020-06-29 19:06:45","2020-06-29 19:06:45"
108,2706,771,-1,-1,-1,"2020-07-24 23:41:46","2020-07-24 23:41:46"
109,2706,441,-1,-1,-1,"2020-07-28 22:42:06","2020-07-28 22:42:06"
110,26,1491,-1,-1,-1,"2021-01-15 18:03:04","2021-01-15 18:03:04"
111,25,1350,-1,-1,-1,"2021-01-21 18:51:25","2021-01-21 18:51:25"
112,2746,849,-1,-1,-1,"2021-02-08 03:53:14","2021-02-08 03:53:14"
113,2730,503,-1,-1,-1,"2021-02-15 16:14:45","2021-02-15 16:14:45"
114,2730,808,-1,-1,-1,"2021-02-15 16:22:11","2021-02-15 16:22:11"
115,26,1260,-1,-1,-1,"2021-02-23 14:22:36","2021-02-23 14:22:36"
116,26,1093,-1,-1,-1,"2021-03-09 21:08:16","2021-03-09 21:08:16"
117,2768,493,-1,-1,-1,"2021-03-15 16:37:09","2021-03-15 16:37:09"
118,26,264,-1,-1,-1,"2021-03-23 00:35:28","2021-03-23 00:35:28"
119,26,1134,-1,-1,-1,"2021-04-06 19:55:59","2021-04-06 19:55:59"
120,26,1619,-1,-1,-1,"2021-04-06 19:59:54","2021-04-06 19:59:54"
121,26,206,-1,-1,-1,"2021-04-13 19:56:47","2021-04-13 19:56:47"
122,2770,740,-1,-1,-1,"2021-04-29 19:24:23","2021-04-29 19:24:23"
123,2770,791,-1,-1,-1,"2021-04-29 19:28:22","2021-04-29 19:28:22"
124,2770,1033,-1,-1,-1,"2021-04-29 20:42:15","2021-04-29 20:42:15"
125,2813,844,-1,-1,-1,"2021-05-03 13:48:00","2021-05-03 13:48:00"
126,2813,818,-1,-1,-1,"2021-05-03 19:26:51","2021-05-03 19:26:51"
127,2812,1165,-1,-1,-1,"2021-05-09 13:40:19","2021-05-09 13:40:19"
128,2812,1207,-1,-1,-1,"2021-05-09 13:45:05","2021-05-09 13:45:05"
129,2812,1505,-1,-1,-1,"2021-05-09 13:50:08","2021-05-09 13:50:08"
130,2809,955,-1,-1,-1,"2021-05-11 22:05:34","2021-05-11 22:05:34"
131,2809,1413,-1,-1,-1,"2021-05-11 22:11:51","2021-05-11 22:11:51"
132,2809,825,-1,-1,-1,"2021-05-13 00:47:29","2021-05-13 00:47:29"
133,2831,120,-1,-1,-1,"2021-05-18 12:28:25","2021-05-18 12:28:25"
134,2853,868,-1,-1,-1,"2021-05-19 14:28:46","2021-05-19 14:28:46"
135,2853,1314,-1,-1,-1,"2021-05-19 14:34:10","2021-05-19 14:34:10"
136,2853,1053,-1,-1,-1,"2021-05-19 14:38:59","2021-05-19 14:38:59"
137,1299,1178,-1,-1,-1,"2021-05-20 22:14:06","2021-05-20 22:14:06"
138,1299,719,-1,-1,-1,"2021-05-20 22:20:15","2021-05-20 22:20:15"
139,1299,985,-1,-1,-1,"2021-05-20 22:27:44","2021-05-20 22:27:44"
140,2853,859,-1,-1,-1,"2021-05-21 11:46:37","2021-05-21 11:46:37"
141,2853,1226,-1,-1,-1,"2021-05-21 11:51:58","2021-05-21 11:51:58"
142,2853,1289,-1,-1,-1,"2021-05-21 12:02:09","2021-05-21 12:02:09"
143,2853,1491,-1,-1,-1,"2021-05-21 13:22:54","2021-05-21 13:22:54"
144,2839,571,-1,-1,-1,"2021-05-25 20:51:37","2021-05-25 20:51:37"
145,2763,1234,-1,-1,-1,"2021-05-27 21:43:01","2021-05-27 21:43:01"
146,2763,1388,-1,-1,-1,"2021-05-27 21:49:01","2021-05-27 21:49:01"
147,2763,1622,-1,-1,-1,"2021-05-27 21:56:05","2021-05-27 21:56:05"
148,2763,1456,-1,-1,-1,"2021-05-27 22:05:00","2021-05-27 22:05:00"
149,2763,1643,-1,-1,-1,"2021-05-27 22:12:12","2021-05-27 22:12:12"
150,2853,792,-1,-1,-1,"2021-06-09 22:22:23","2021-06-09 22:22:23"
151,2853,767,-1,-1,-1,"2021-06-09 22:25:52","2021-06-09 22:25:52"
152,2853,1232,-1,-1,-1,"2021-06-09 22:28:56","2021-06-09 22:28:56"
153,2853,901,-1,-1,-1,"2021-06-09 22:33:01","2021-06-09 22:33:01"
154,2853,794,-1,-1,-1,"2021-06-09 22:36:13","2021-06-09 22:36:13"
155,2853,1114,-1,-1,-1,"2021-06-11 19:46:04","2021-06-11 19:46:04"
156,2853,1070,-1,-1,-1,"2021-06-11 19:50:24","2021-06-11 19:50:24"
157,2853,1091,-1,-1,-1,"2021-06-11 19:54:45","2021-06-11 19:54:45"
158,2853,1266,-1,-1,-1,"2021-06-11 19:58:58","2021-06-11 19:58:58"
159,2853,646,-1,-1,-1,"2021-06-11 20:02:10","2021-06-11 20:02:10"
160,2763,1296,-1,-1,-1,"2021-06-13 04:54:34","2021-06-13 04:54:34"
161,2763,1556,-1,-1,-1,"2021-06-13 05:08:13","2021-06-13 05:08:13"
162,2763,1520,-1,-1,-1,"2021-06-13 05:19:40","2021-06-13 05:19:40"
163,2763,1555,-1,-1,-1,"2021-06-13 10:11:58","2021-06-13 10:11:58"
164,2891,954,-1,-1,-1,"2021-06-13 16:44:26","2021-06-13 16:44:26"
165,2893,1002,-1,-1,-1,"2021-06-14 03:10:14","2021-06-14 03:10:14"
166,2893,768,-1,-1,-1,"2021-06-14 03:14:50","2021-06-14 03:14:50"
167,2864,482,-1,-1,-1,"2021-06-15 01:21:15","2021-06-15 01:21:15"
168,2864,1091,-1,-1,-1,"2021-06-15 01:28:37","2021-06-15 01:28:37"
169,2864,1071,-1,-1,-1,"2021-06-15 01:34:22","2021-06-15 01:34:22"
170,2864,934,-1,-1,-1,"2021-06-15 01:41:12","2021-06-15 01:41:12"
171,2864,1349,-1,-1,-1,"2021-06-15 01:47:17","2021-06-15 01:47:17"
172,2622,743,-1,-1,-1,"2021-06-17 15:01:25","2021-06-17 15:01:25"
173,2895,582,-1,-1,-1,"2021-07-02 21:02:44","2021-07-02 21:02:44"
174,2895,1289,-1,-1,-1,"2021-07-02 21:33:05","2021-07-02 21:33:05"
175,2763,1469,-1,-1,-1,"2021-07-05 14:07:14","2021-07-05 14:07:14"
176,2763,1636,-1,-1,-1,"2021-07-05 14:25:47","2021-07-05 14:25:47"
177,25,723,-1,-1,-1,"2021-08-17 04:01:16","2021-08-17 04:01:16"
178,2983,727,-1,-1,-1,"2021-08-31 19:14:10","2021-08-31 19:14:10"
179,2987,665,-1,-1,-1,"2021-08-31 19:15:13","2021-08-31 19:15:13"
180,2982,1150,-1,-1,-1,"2021-08-31 19:17:56","2021-08-31 19:17:56"
181,2983,1122,-1,-1,-1,"2021-08-31 19:20:41","2021-08-31 19:20:41"
182,2987,995,-1,-1,-1,"2021-08-31 19:21:16","2021-08-31 19:21:16"
183,26,801,-1,-1,-1,"2021-09-09 20:05:57","2021-09-09 20:05:57"
184,2166,987,-1,-1,-1,"2022-01-12 20:38:44","2022-01-12 20:38:44"
185,2166,470,-1,-1,-1,"2022-01-14 19:26:46","2022-01-14 19:26:46"
186,2940,476,-1,-1,-1,"2022-01-18 00:15:01","2022-01-18 00:15:01"
187,3114,844,-1,-1,-1,"2022-01-19 16:12:32","2022-01-19 16:12:32"
188,3115,245,-1,-1,-1,"2022-01-19 18:15:15","2022-01-19 18:15:15"
189,3116,465,-1,-1,-1,"2022-01-20 15:14:09","2022-01-20 15:14:09"
190,3116,0,-1,-1,-1,"2022-01-20 15:31:25","2022-01-20 15:31:25"
191,3117,1223,-1,-1,-1,"2022-01-23 20:13:47","2022-01-23 20:13:47"
192,25,14,-1,-1,-1,"2022-01-30 16:59:13","2022-01-30 16:59:13"
193,25,0,-1,-1,-1,"2022-01-30 17:23:47","2022-01-30 17:23:47"
194,25,0,-1,-1,-1,"2022-01-30 17:31:55","2022-01-30 17:31:55"
195,25,172,11,100,96,"2022-01-30 18:42:34","2022-01-30 18:42:34"
196,25,184,23.08,33.33,60.56,"2022-01-30 23:06:13","2022-01-30 23:06:13"
197,25,200,16.67,50,100,"2022-01-30 23:07:48","2022-01-30 23:07:48"
198,25,0,0,0,0,"2022-01-30 23:08:33","2022-01-30 23:08:33"
199,3128,1080,70.59,91.67,81,"2022-03-21 16:43:51","2022-03-21 16:43:51"
200,3128,1428,76.92,100,91.19,"2022-03-21 16:49:34","2022-03-21 16:49:34"
201,3128,1406,92.31,91.67,80.77,"2022-03-21 16:54:39","2022-03-21 16:54:39"
202,2815,910,57.14,100,62.14,"2022-03-27 13:44:44","2022-03-27 13:44:44"
203,3157,707,56.25,88.89,88.82,"2022-04-08 03:08:48","2022-04-08 03:08:48"
204,2791,947,62.5,90,85.73,"2022-04-18 18:23:40","2022-04-18 18:23:40"
205,3165,932,57.14,87.5,98.7,"2022-04-27 18:04:14","2022-04-27 18:04:14"
206,26,75,7.14,100,100,"2022-04-28 17:09:30","2022-04-28 17:09:30"
207,3153,1028,73.33,81.82,74.41,"2022-05-09 18:48:54","2022-05-09 18:48:54"
208,3153,1487,84.62,100,86.54,"2022-05-09 18:52:32","2022-05-09 18:52:32"
209,3231,796,68.75,90.91,44.5,"2022-05-18 18:49:05","2022-05-18 18:49:05"
210,3255,1246,80,91.67,79.26,"2022-05-25 20:03:33","2022-05-25 20:03:33"
211,3247,827,56.25,77.78,78.94,"2022-06-02 13:17:34","2022-06-02 13:17:34"
212,3247,1453,94.12,81.25,88.21,"2022-06-02 13:23:35","2022-06-02 13:23:35"
213,3247,1258,86.67,84.62,82,"2022-06-02 13:28:34","2022-06-02 13:28:34"
214,3247,1276,86.67,92.31,77.99,"2022-06-02 13:32:46","2022-06-02 13:32:46"
215,3254,802,86.67,69.23,35.77,"2022-06-15 17:07:25","2022-06-15 17:07:25"
216,2066,229,20,66.67,86.85,"2022-07-03 13:43:45","2022-07-03 13:43:45"
217,2066,0,0,0,0,"2022-07-03 13:44:36","2022-07-03 13:44:36"
218,2066,0,0,0,0,"2022-07-03 13:45:03","2022-07-03 13:45:03"
219,2066,0,0,0,0,"2022-07-03 13:47:00","2022-07-03 13:47:00"
220,2066,0,0,0,0,"2022-07-03 13:47:27","2022-07-03 13:47:27"
221,2066,0,0,0,0,"2022-07-03 14:32:54","2022-07-03 14:32:54"
222,2066,0,0,0,0,"2022-07-03 14:33:51","2022-07-03 14:33:51"
223,2066,0,0,0,0,"2022-07-03 14:34:20","2022-07-03 14:34:20"
224,3353,1303,86.67,84.62,83.83,"2022-07-10 04:53:23","2022-07-10 04:53:23"
225,3353,1225,84.62,81.82,84.31,"2022-07-20 04:56:11","2022-07-20 04:56:11"
226,3372,440,35.29,100,69.57,"2022-08-01 12:35:16","2022-08-01 12:35:16"
227,3353,958,61.54,87.5,83.89,"2022-09-12 21:51:25","2022-09-12 21:51:25"
228,3353,808,64.29,77.78,74.69,"2022-09-12 22:01:12","2022-09-12 22:01:12"
229,26,1151,75,83.33,87.99,"2022-09-25 19:27:04","2022-09-25 19:27:04"
230,2166,182,13.33,100,64.29,"2023-02-23 16:43:02","2023-02-23 16:43:02"
231,3569,592,54.55,33.33,81.8,"2023-03-01 13:21:49","2023-03-01 13:21:49"
232,3600,893,75,75,67.44,"2023-04-07 21:34:42","2023-04-07 21:34:42"
233,3619,773,66.67,70,60.27,"2023-04-13 17:34:21","2023-04-13 17:34:21"
234,3614,1394,85.71,100,82.59,"2023-04-13 17:34:57","2023-04-13 17:34:57"
235,3603,1070,84.62,81.82,55.53,"2023-04-13 17:35:02","2023-04-13 17:35:02"
236,3620,455,29.41,80,80.46,"2023-04-13 17:35:02","2023-04-13 17:35:02"
237,3607,1581,93.33,100,87.31,"2023-04-13 17:35:04","2023-04-13 17:35:04"
238,3610,669,62.5,100,23.23,"2023-04-13 17:35:07","2023-04-13 17:35:07"
239,3602,1232,73.33,100,80.18,"2023-04-13 17:35:17","2023-04-13 17:35:17"
240,3609,633,50,85.71,75.26,"2023-04-13 17:35:34","2023-04-13 17:35:34"
241,3617,1203,75,100,80.96,"2023-04-13 17:35:34","2023-04-13 17:35:34"
242,3616,650,53.85,71.43,58.6,"2023-04-13 17:36:01","2023-04-13 17:36:01"
243,3601,1146,92.86,100,39.4,"2023-04-13 17:36:54","2023-04-13 17:36:54"
244,3605,1155,81.25,84.62,75.48,"2023-04-13 19:25:36","2023-04-13 19:25:36"
245,26,1422,84.62,100,90.58,"2023-04-17 20:22:13","2023-04-17 20:22:13"
246,26,0,0,0,0,"2023-04-17 20:25:05","2023-04-17 20:25:05"
247,3609,1182,86.67,69.23,84.23,"2023-04-18 02:31:19","2023-04-18 02:31:19"
248,3615,680,64.29,44.44,67.58,"2023-04-22 00:20:14","2023-04-22 00:20:14"
249,3618,1252,73.33,90.91,92.92,"2023-04-22 17:33:26","2023-04-22 17:33:26"
250,3618,1109,69.23,88.89,87.65,"2023-04-22 17:37:08","2023-04-22 17:37:08"
251,3606,206,33.33,80,26.85,"2023-04-22 20:03:16","2023-04-22 20:03:16"
252,3606,977,71.43,90,78.45,"2023-04-22 20:09:29","2023-04-22 20:09:29"
253,3606,1123,68.75,100,77.04,"2023-04-22 20:19:43","2023-04-22 20:19:43"
254,3606,1516,100,93.33,76.9,"2023-04-22 20:26:20","2023-04-22 20:26:20"
255,3606,1494,91.67,100,79.59,"2023-04-22 20:33:41","2023-04-22 20:33:41"
256,3606,1451,93.75,93.33,77.29,"2023-04-22 21:07:09","2023-04-22 21:07:09"
257,3606,1592,100,100,76.82,"2023-04-22 21:12:27","2023-04-22 21:12:27"
258,3614,1576,100,92.86,81.56,"2023-04-23 16:00:57","2023-04-23 16:00:57"
259,3606,1316,84.62,100,73.38,"2023-04-23 18:43:52","2023-04-23 18:43:52"
260,3610,817,61.54,87.5,76.31,"2023-04-24 00:37:02","2023-04-24 00:37:02"
261,3605,1422,92.86,100,68.57,"2023-04-24 15:38:38","2023-04-24 15:38:38"
262,3605,1611,100,93.33,87.29,"2023-04-24 15:44:55","2023-04-24 15:44:55"
263,3605,1253,78.57,100,82.43,"2023-04-24 15:48:53","2023-04-24 15:48:53"
264,3602,1258,75,100,82.58,"2023-04-24 21:06:48","2023-04-24 21:06:48"
265,3602,1568,100,93.75,79.28,"2023-04-24 21:15:21","2023-04-24 21:15:21"
266,3615,727,53.85,71.43,78.87,"2023-04-24 21:16:55","2023-04-24 21:16:55"
267,26,1599,100,93.33,83.29,"2023-04-24 23:16:36","2023-04-24 23:16:36"
268,3611,1439,93.33,92.86,78.07,"2023-04-24 23:21:24","2023-04-24 23:21:24"
269,3615,720,57.14,62.5,79.29,"2023-04-24 23:38:34","2023-04-24 23:38:34"
270,3615,496,37.5,83.33,87.78,"2023-04-24 23:52:05","2023-04-24 23:52:05"
271,3615,1248,90.91,80,75.78,"2023-04-25 00:48:25","2023-04-25 00:48:25"
272,3609,1447,92.31,100,76.82,"2023-04-25 01:22:31","2023-04-25 01:22:31"
273,3611,943,62.5,90,81.66,"2023-04-25 02:09:11","2023-04-25 02:09:11"
274,3605,1273,86.67,92.31,79.81,"2023-04-25 02:19:21","2023-04-25 02:19:21"
275,3605,1394,86.67,100,82.59,"2023-04-25 02:27:54","2023-04-25 02:27:54"
276,3612,1038,78.57,81.82,62.85,"2023-04-25 02:43:32","2023-04-25 02:43:32"
277,3619,1387,93.75,73.33,84.69,"2023-04-25 02:49:07","2023-04-25 02:49:07"
278,3619,1476,92.86,92.31,84.18,"2023-04-25 02:55:54","2023-04-25 02:55:54"
279,3610,1569,100,86.67,89.38,"2023-04-25 11:47:49","2023-04-25 11:47:49"
280,3613,1204,100,76.92,58.2,"2023-04-25 14:21:25","2023-04-25 14:21:25"
281,3613,1123,88.89,81.25,60.32,"2023-04-25 14:30:34","2023-04-25 14:30:34"
282,3605,1581,93.33,100,89.59,"2023-04-25 15:09:33","2023-04-25 15:09:33"
283,3605,1603,100,100,76.2,"2023-04-25 15:21:32","2023-04-25 15:21:32"
284,3620,1088,75,91.67,76.61,"2023-04-25 15:36:03","2023-04-25 15:36:03"
285,3620,56,6.67,0,75,"2023-04-25 15:36:53","2023-04-25 15:36:53"
286,3620,204,25,66.67,70.28,"2023-04-25 15:38:19","2023-04-25 15:38:19"
287,3620,1230,80,83.33,88.96,"2023-04-25 15:42:01","2023-04-25 15:42:01"
288,3620,219,21.43,66.67,79.98,"2023-04-25 15:42:58","2023-04-25 15:42:58"
289,3620,401,43.75,42.86,63.78,"2023-04-25 15:44:48","2023-04-25 15:44:48"
290,3620,145,12.5,100,46.03,"2023-04-25 15:45:49","2023-04-25 15:45:49"
291,3620,1524,93.33,100,82.95,"2023-04-25 15:50:12","2023-04-25 15:50:12"
292,3628,790,57.14,50,84.77,"2023-04-25 17:24:05","2023-04-25 17:24:05"
293,3605,1646,100,100,82.18,"2023-04-25 17:25:26","2023-04-25 17:25:26"
294,3603,1104,75,91.67,64.68,"2023-04-25 17:25:26","2023-04-25 17:25:26"
295,3605,1557,100,100,73.47,"2023-04-25 17:30:01","2023-04-25 17:30:01"
296,3628,1363,93.75,73.33,88.71,"2023-04-25 17:30:24","2023-04-25 17:30:24"
297,3603,1092,93.75,93.33,38.37,"2023-04-25 17:31:23","2023-04-25 17:31:23"
298,3628,1449,92.31,91.67,85.59,"2023-04-25 17:34:38","2023-04-25 17:34:38"
299,3616,966,69.23,66.67,73.15,"2023-04-25 17:35:50","2023-04-25 17:35:50"
300,3612,681,60,88.89,38.38,"2023-04-25 17:36:13","2023-04-25 17:36:13"
301,3628,1331,84.62,90.91,93.57,"2023-04-25 17:37:51","2023-04-25 17:37:51"
302,3603,1145,84.62,90.91,62.63,"2023-04-25 17:38:15","2023-04-25 17:38:15"
303,3609,1462,93.75,93.33,85.46,"2023-04-25 17:39:08","2023-04-25 17:39:08"
304,3628,1504,92.86,92.31,90.13,"2023-04-25 17:40:57","2023-04-25 17:40:57"
305,3606,1513,92.86,100,79.34,"2023-04-25 17:52:28","2023-04-25 17:52:28"
306,3606,1241,86.67,84.62,75.2,"2023-04-25 18:00:01","2023-04-25 18:00:01"
307,3625,932,60,88.89,90.22,"2023-04-27 18:22:24","2023-04-27 18:22:24"
308,3654,1275,93.33,78.57,74.55,"2023-05-05 03:50:38","2023-05-05 03:50:38"
309,3661,953,63.64,100,76.82,"2023-05-11 13:52:37","2023-05-11 13:52:37"
310,3654,1125,78.57,90.91,83.05,"2023-05-11 14:20:42","2023-05-11 14:20:42"
311,3209,725,53.33,87.5,73.28,"2023-05-13 14:37:07","2023-05-13 14:37:07"
312,2803,1301,84.62,100,78.34,"2023-05-13 22:12:27","2023-05-13 22:12:27"
313,2803,997,61.54,100,84.3,"2023-05-15 23:11:23","2023-05-15 23:11:23"
314,2803,1540,92.86,100,87.11,"2023-05-15 23:28:29","2023-05-15 23:28:29"
315,2066,972,60,100,81.46,"2023-05-17 13:51:11","2023-05-17 13:51:11"
316,2076,838,53.33,87.5,94.8,"2023-05-17 19:08:27","2023-05-17 19:08:27"
317,2066,736,56.25,100,84.75,"2023-05-17 22:51:43","2023-05-17 22:51:43"
318,2076,1340,85.71,91.67,87.06,"2023-05-18 19:39:28","2023-05-18 19:39:28"
319,2066,0,0,0,0,"2023-05-19 18:17:28","2023-05-19 18:17:28"
320,26,370,23.08,100,64.44,"2023-05-27 18:25:16","2023-05-27 18:25:16"
321,26,1486,92.31,91.67,88,"2023-05-28 21:04:05","2023-05-28 21:04:05"
322,26,0,0,0,0,"2023-05-28 21:04:55","2023-05-28 21:04:55"
323,26,0,0,0,0,"2023-05-28 21:05:20","2023-05-28 21:05:20"
324,831,1352,84.62,100,76.67,"2023-06-03 18:02:38","2023-06-03 18:02:38"
325,3657,1246,85.71,91.67,68.98,"2023-06-06 18:07:51","2023-06-06 18:07:51"
326,3657,1285,82.35,92.86,83.86,"2023-06-06 18:12:41","2023-06-06 18:12:41"
327,3657,1245,85.71,91.67,74.16,"2023-06-06 18:23:20","2023-06-06 18:23:20"
328,3657,1010,76.92,80,69.72,"2023-06-06 18:30:08","2023-06-06 18:30:08"
329,2076,1316,78.57,90.91,93.09,"2023-06-07 13:35:31","2023-06-07 13:35:31"
330,2076,1390,85.71,83.33,89.96,"2023-06-09 19:31:58","2023-06-09 19:31:58"
331,2076,1386,92.31,75,90.6,"2023-06-09 19:39:02","2023-06-09 19:39:02"
332,2803,742,54.55,100,59.55,"2023-06-18 22:19:28","2023-06-18 22:19:28"
333,2803,1009,63.64,85.71,90.1,"2023-06-18 22:24:06","2023-06-18 22:24:06"
334,2803,1184,75,91.67,86.44,"2023-06-25 22:41:49","2023-06-25 22:41:49"
335,2803,1550,91.67,100,91.02,"2023-06-25 22:48:07","2023-06-25 22:48:07"
336,2803,622,41.67,100,97.14,"2023-06-28 02:10:03","2023-06-28 02:10:03"
